,ID,Zip.1,LifeOrientation.10,CFC.Future.5,CFC.Immediate.5,b5_conscientious,b5_negemotion,b5_agreeable,b5_extroversion,SoPA.9,SoNA.9,Age.1,Education.1,Wealth.6,Dospert,ContactsMask.6,TimeRiskyFriend.3,Vaccine.6,WillingnessNeigh.6,WillingnessCountry.6,Fundamental1.2.6,Fundamental_af,ConcernCovid.6,Finished.10,PoliticalOrientation.1,Optimistic1.2,Optimistic2.2,Optimistic3.2,Optimistic4.2,Optimistic5.2,Optimistic1.6,Optimistic2.6,Optimistic3.6,Optimistic4.6,Optimistic5.6,Optimistic6.6,Optimistic7.6,Optimistic8.6,Sex.1,Optimistic9.6,PositiveRightNow2.9,PositiveWorld1.9,PositiveWorld2.9,PositiveWorld3.9,PositiveWorld4.9,PositiveWorld5.9,PositiveWorld6.9,PositiveWorld8.9,PositiveWorld9.9,PositiveRightNow1.9,PositiveLife1.9,PositiveLife2.9,PositiveLife3.9,PositiveLife4.9,PositiveLife5.9,PositiveLife6.9,LifeExpectancy.9,Age.1
433,433,93906.0,,37.0,22.0,4.75,1.25,3.75,3.75,7.0,1.0,63.0,5.0,8.0,12.0,5.0,2.0,5.0,5.0,5.0,6.0,12.0,2.0,,7.0,3.0,2.0,2.0,1.0,1.0,70.0,65.0,50.0,40.0,30.0,90.0,80.0,70.0,1.0,70.0,70.0,60.0,50.0,40.0,50.0,60.0,70.0,70.0,70.0,81.0,75.0,50.0,60.0,70.0,1.0,0.0,85.0,63.0
434,434,61201.0,12,28.0,33.0,4.25,2.5,2.75,3.5,5.333333333,3.0,53.0,3.0,2.0,16.0,2.0,,7.0,1.0,1.0,7.0,8.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,95.0,93.0,93.0,92.0,99.0,100.0,99.0,100.0,1.0,97.0,71.0,89.0,86.0,86.0,91.0,89.0,22.0,1.0,7.0,89.0,92.0,89.0,92.0,86.0,13.0,0.0,80.0,53.0
435,435,43528.0,14,49.0,35.0,5.0,1.0,3.5,1.0,7.0,1.857142857,49.0,6.0,6.0,6.0,5.0,1.0,4.0,5.0,1.0,7.0,8.0,6.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,49.0,49.0,70.0,70.0,80.0,85.0,50.0,1.0,50.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,100.0,91.0,80.0,120.0,49.0
436,436,48381.0,,40.0,26.0,,,,,,,39.0,7.0,,9.0,,4.0,,,,,,,,5.0,4.0,4.0,3.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,39.0
437,437,50841.0,,35.0,32.0,,,,,,,60.0,5.0,,15.0,,3.0,,,,,,,,1.0,4.0,2.0,6.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,60.0
438,438,98105.0,,,,,,,,,,60.0,5.0,,6.0,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,60.0
439,439,47944.0,,26.0,35.0,2.5,3.75,3.75,1.5,,,41.0,5.0,,6.0,5.0,2.0,5.0,1.0,1.0,6.0,8.0,3.0,,3.0,4.0,4.0,4.0,3.0,2.0,60.0,70.0,70.0,75.0,75.0,80.0,80.0,80.0,2.0,50.0,,,,,,,,,,,,,,,,,,41.0
440,440,85266.0,10,38.0,32.0,5.0,1.75,3.75,3.25,6.666666667,1.142857143,50.0,4.0,5.666666667,6.0,2.0,2.0,1.0,6.0,4.0,7.0,12.0,4.0,1.0,6.5,7.0,6.0,3.0,2.0,2.0,78.0,78.0,81.0,89.0,90.0,90.0,84.0,76.0,2.0,60.0,74.0,74.0,74.0,75.0,71.0,66.0,60.0,57.0,55.0,87.0,87.0,87.0,82.0,70.0,12.0,0.0,82.0,50.0
441,441,72211.0,,,,,,,,,,53.0,3.0,,,,,,,,,,,,4.5,4.0,3.0,3.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,53.0
442,442,89034.0,12,36.0,23.0,4.25,1.75,4.75,2.5,5.5,2.428571429,66.0,3.0,5.333333333,11.0,1.0,4.0,6.0,5.0,5.0,7.0,8.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,90.0,90.0,90.0,74.0,83.0,90.0,90.0,90.0,1.0,90.0,75.0,76.0,78.0,80.0,83.0,83.0,83.0,83.0,83.0,85.0,87.0,84.0,81.0,77.0,0.0,0.0,88.0,66.0
443,443,28146.0,8.5,24.0,35.0,,,,,4.166666667,2.0,62.0,3.0,,6.0,,1.0,,,,,,,1.0,3.0,7.0,7.0,7.0,5.0,5.0,,,,,,,,,2.0,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0,60.0,40.0,20.0,10.0,0.0,0.0,75.0,62.0
444,444,95864.0,12,41.0,29.0,5.0,1.0,2.25,2.75,6.666666667,1.142857143,59.0,3.0,3.666666667,6.0,5.0,1.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,7.0,,,,,,19.0,19.0,19.0,20.0,11.0,70.0,71.0,86.0,1.0,52.0,39.0,40.0,30.0,57.0,61.0,50.0,50.0,65.0,50.0,70.0,45.0,45.0,70.0,0.0,0.0,0.0,65.0,59.0
445,445,80031.0,6.5,37.0,20.0,2.25,4.0,2.75,1.0,3.833333333,3.0,69.0,6.0,7.0,7.0,2.0,1.0,6.0,2.0,3.0,7.0,5.0,7.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,10.0,11.0,11.0,17.0,22.0,27.0,32.0,41.0,1.0,50.0,31.0,35.0,30.0,27.0,25.0,19.0,12.0,3.0,3.0,43.0,35.0,42.0,36.0,32.0,0.0,0.0,86.0,69.0
446,446,92677.0,4,42.0,16.0,4.0,1.5,3.25,1.0,7.0,1.142857143,32.0,3.0,2.666666667,6.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,0.0,10.0,15.0,7.0,1.0,0.0,0.0,27.0,1.0,40.0,0.0,0.0,0.0,0.0,5.0,9.0,12.0,12.0,0.0,30.0,30.0,30.0,9.0,0.0,0.0,0.0,45.0,32.0
447,447,8854.0,,,,,,,,,,65.0,2.0,,6.0,,2.0,,,,,,,,6.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,65.0
448,448,90710.0,5,37.0,32.0,2.75,4.666666667,3.75,1.5,3.333333333,2.142857143,31.0,5.0,,15.0,5.0,1.0,7.0,1.0,1.0,7.0,8.0,6.0,1.0,4.0,6.0,6.0,6.0,5.0,4.0,10.0,10.0,10.0,20.0,30.0,50.0,50.0,50.0,2.0,0.0,43.0,44.0,41.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,44.0,56.0,51.0,51.0,51.0,51.0,89.0,31.0
449,449,8527.0,8,40.0,27.0,3.25,3.0,4.75,1.75,5.666666667,1.285714286,54.0,3.0,5.0,10.0,5.0,4.0,7.0,4.0,2.0,7.0,8.0,5.0,1.0,1.0,6.0,7.0,7.0,7.0,3.0,10.0,10.0,10.0,19.0,39.0,73.0,73.0,10.0,1.0,10.0,75.0,55.0,55.0,36.0,30.0,27.0,55.0,65.0,75.0,91.0,91.0,91.0,91.0,75.0,57.0,37.0,90.0,54.0
450,450,78233.0,15,33.0,22.0,5.0,1.5,4.5,2.75,6.5,1.0,59.0,5.0,4.666666667,8.0,2.0,3.0,4.0,1.0,1.0,7.0,8.0,2.0,1.0,7.0,4.0,4.0,3.0,1.0,1.0,83.0,83.0,83.0,83.0,84.0,100.0,100.0,100.0,2.0,100.0,65.0,70.0,82.0,89.0,91.0,90.0,92.0,92.0,92.0,100.0,100.0,94.0,88.0,65.0,0.0,0.0,80.0,59.0
451,451,28277.0,14,42.0,30.0,3.0,3.0,4.75,4.25,6.5,1.857142857,49.0,5.0,8.0,18.0,2.0,3.0,7.0,2.0,2.0,3.0,12.0,1.0,1.0,7.0,3.0,4.0,3.0,2.0,3.0,75.0,75.0,75.0,80.0,80.0,85.0,85.0,50.0,1.0,50.0,50.0,50.0,49.0,60.0,60.0,55.0,50.0,50.0,50.0,80.0,85.0,90.0,85.0,80.0,50.0,0.0,90.0,49.0
452,452,48360.0,8,35.0,21.0,2.25,4.5,4.25,1.0,5.5,2.285714286,40.0,7.0,9.0,16.0,5.0,2.0,7.0,5.0,4.0,6.0,6.0,6.0,1.0,2.0,,,,,,50.0,50.0,56.0,73.0,87.0,92.0,98.0,100.0,1.0,100.0,30.0,51.0,63.0,73.0,80.0,85.0,92.0,92.0,92.0,61.0,50.0,61.0,74.0,62.0,25.0,0.0,85.0,40.0
453,453,46902.0,,40.0,21.0,3.0,3.75,4.5,3.0,3.833333333,3.571428571,27.0,5.0,7.0,,5.0,,7.0,5.0,4.0,7.0,7.0,6.0,,1.5,,,,,,50.0,50.0,50.0,65.0,90.0,100.0,80.0,60.0,2.0,50.0,55.0,50.0,60.0,60.0,70.0,70.0,70.0,70.0,85.0,60.0,65.0,80.0,75.0,65.0,50.0,0.0,87.0,27.0
454,454,85263.0,9,40.0,22.0,4.0,3.0,3.0,2.0,6.0,2.142857143,48.0,5.0,7.333333333,18.0,3.0,7.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,5.5,1.0,1.0,1.0,1.0,1.0,14.0,24.0,28.0,13.0,13.0,14.0,18.0,16.0,2.0,16.0,58.0,48.0,37.0,30.0,19.0,10.0,5.0,6.0,8.0,70.0,36.0,60.0,46.0,31.0,16.0,8.0,56.0,48.0
455,455,34787.0,12,42.0,17.0,5.0,1.75,3.5,1.0,6.0,1.0,43.0,5.0,8.666666667,6.0,5.0,1.0,7.0,1.0,1.0,7.0,11.0,2.0,1.0,4.5,4.0,5.0,4.0,2.0,1.0,10.0,15.0,32.0,51.0,70.0,70.0,81.0,64.0,2.0,64.0,60.0,67.0,64.0,62.0,59.0,56.0,46.0,40.0,31.0,91.0,92.0,87.0,83.0,86.0,85.0,86.0,75.0,43.0
456,456,23059.0,9,40.0,18.0,3.75,2.75,4.0,2.5,5.833333333,1.428571429,53.0,7.0,7.666666667,13.0,5.0,3.0,7.0,5.0,5.0,6.0,7.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,50.0,50.0,55.0,60.0,75.0,80.0,80.0,80.0,1.0,25.0,55.0,55.0,60.0,60.0,60.0,55.0,55.0,55.0,40.0,60.0,60.0,65.0,65.0,55.0,20.0,5.0,81.0,53.0
457,457,40220.0,8,39.0,20.0,3.0,4.75,5.0,3.75,5.0,1.142857143,41.0,5.0,2.333333333,24.0,4.0,1.0,7.0,5.0,7.0,7.0,9.0,7.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,70.0,70.0,70.0,85.0,50.0,2.0,0.0,9.0,29.0,29.0,51.0,51.0,51.0,51.0,52.0,0.0,30.0,9.0,51.0,51.0,52.0,38.0,0.0,86.0,41.0
458,458,60622.0,,38.0,25.0,3.75,3.25,2.75,1.5,,,53.0,5.0,6.0,10.0,5.0,4.0,4.0,2.0,2.0,5.0,10.0,4.0,,4.0,5.0,6.0,6.0,3.0,1.0,20.0,20.0,30.0,60.0,80.0,100.0,90.0,59.0,1.0,40.0,,,,,,,,,,,,,,,,,,53.0
459,459,97534.0,,,,,,,,,,44.0,4.0,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,44.0
460,460,98020.0,,,,4.0,2.0,4.75,2.0,,,69.0,5.0,,6.0,5.0,1.0,3.0,1.0,1.0,7.0,8.0,5.0,,6.0,2.0,3.0,3.0,2.0,2.0,30.0,32.0,58.0,58.0,26.0,77.0,89.0,54.0,2.0,55.0,,,,,,,,,,,,,,,,,,69.0
461,461,75252.0,12.5,37.0,26.0,4.75,1.25,4.0,2.0,5.5,1.285714286,46.0,4.0,,12.0,5.0,1.0,5.0,5.0,5.0,7.0,10.0,4.0,1.0,7.0,,,,,,71.0,80.0,80.0,80.0,80.0,80.0,81.0,50.0,1.0,50.0,71.0,71.0,75.0,80.0,79.0,81.0,80.0,76.0,80.0,71.0,90.0,91.0,89.0,88.0,86.0,82.0,100.0,46.0
462,462,34274.0,14.5,40.0,20.0,4.5,1.25,1.75,3.25,6.0,1.0,64.0,5.0,3.0,17.0,1.0,1.0,7.0,1.0,3.0,7.0,8.0,6.0,1.0,1.0,7.0,7.0,7.0,4.0,2.0,30.0,29.0,52.0,71.0,82.0,82.0,93.0,97.0,1.0,97.0,1.0,0.0,0.0,26.0,30.0,6.0,0.0,0.0,0.0,90.0,100.0,78.0,35.0,0.0,0.0,0.0,75.0,64.0
463,463,44287.0,,,,,,,,,,30.0,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,30.0
464,464,63123.0,10,27.0,26.0,4.25,2.25,5.0,2.75,6.166666667,1.571428571,73.0,3.0,5.0,6.0,5.0,5.0,7.0,5.0,3.0,1.0,8.0,1.0,1.0,5.0,6.0,6.0,6.0,5.0,1.0,100.0,100.0,89.0,88.0,10.0,37.0,41.0,2.0,2.0,2.0,51.0,51.0,51.0,63.0,64.0,71.0,72.0,70.0,6.0,51.0,18.0,25.0,0.0,0.0,0.0,0.0,79.0,73.0
465,465,33880.0,10.5,41.0,20.0,4.0,2.0,4.0,1.25,4.833333333,2.428571429,77.0,3.0,8.0,6.0,5.0,2.0,7.0,1.0,1.0,7.0,4.0,3.0,1.0,4.0,7.0,7.0,6.0,3.0,1.0,0.0,2.0,9.0,50.0,90.0,100.0,50.0,40.0,1.0,75.0,10.0,10.0,30.0,50.0,50.0,50.0,50.0,50.0,50.0,90.0,80.0,90.0,60.0,0.0,0.0,0.0,84.0,77.0
466,466,29045.0,,,,,,,,,,77.0,3.0,,,,,,,,,,,,4.0,6.0,6.0,6.0,4.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,77.0
467,467,98685.0,7,38.0,21.0,2.25,4.0,3.75,1.0,5.5,1.0,19.0,2.0,,8.0,5.0,1.0,7.0,1.0,1.0,1.0,10.0,2.0,1.0,,7.0,7.0,6.0,5.0,2.0,1.0,6.0,14.0,45.0,70.0,85.0,90.0,95.0,1.0,95.0,10.0,5.0,10.0,10.0,15.0,20.0,30.0,50.0,60.0,10.0,10.0,30.0,65.0,65.0,50.0,50.0,75.0,19.0
468,468,54880.0,,28.0,32.0,2.75,2.5,3.0,2.0,,,34.0,3.0,1.0,19.0,4.0,3.0,6.0,4.0,4.0,5.0,9.0,3.0,,3.0,,,,,,0.0,5.0,11.0,20.0,30.0,38.0,47.0,29.0,1.0,17.0,,,,,,,,,,,,,,,,,,34.0
469,469,14850.0,,42.0,9.0,1.75,1.75,4.25,3.0,,,59.0,5.0,5.0,6.0,4.0,2.0,7.0,2.0,3.0,5.0,9.0,3.0,,3.0,4.0,4.0,3.0,2.0,4.0,72.0,72.0,71.0,80.0,87.0,82.0,60.0,53.0,2.0,51.0,,,,,,,,,,,,,,,,,,59.0
470,470,33919.0,4,37.0,15.0,4.25,3.25,3.75,1.25,4.0,2.714285714,33.0,2.0,3.666666667,7.0,5.0,1.0,7.0,2.0,2.0,7.0,4.0,5.0,1.0,2.5,7.0,6.0,6.0,4.0,4.0,15.0,15.0,21.0,38.0,55.0,53.0,41.0,21.0,1.0,12.0,28.0,40.0,41.0,30.0,19.0,11.0,6.0,2.0,1.0,8.0,3.0,4.0,7.0,8.0,2.0,0.0,75.0,33.0
471,471,7093.0,10,26.0,26.0,,,,,4.333333333,3.0,60.0,5.0,,7.0,,1.0,,,,,,,1.0,,4.0,4.0,3.0,2.0,2.0,,,,,,,,,2.0,,59.0,57.0,82.0,84.0,95.0,98.0,100.0,94.0,100.0,79.0,62.0,81.0,68.0,,15.0,0.0,83.0,60.0
472,472,34669.0,,,,,,,,,,68.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,68.0
473,473,,,,,,,,,,,25.0,6.0,,18.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,25.0
474,474,31217.0,15,23.0,39.0,3.25,1.0,4.75,2.5,6.333333333,1.0,56.0,3.0,6.666666667,6.0,5.0,1.0,7.0,3.0,2.0,6.0,12.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,96.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,100.0,81.0,85.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,98.0,99.0,100.0,100.0,100.0,100.0,86.0,56.0
475,475,13219.0,12,33.0,25.0,4.5,1.0,4.5,3.0,5.833333333,1.0,45.0,5.0,,8.0,5.0,2.0,5.0,2.0,1.0,7.0,14.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,81.0,82.0,81.0,85.0,85.0,82.0,83.0,83.0,2.0,84.0,85.0,93.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,86.0,95.0,45.0
476,476,31069.0,9.5,33.0,21.0,3.25,2.5,4.5,2.0,4.5,2.571428571,62.0,5.0,,22.0,5.0,5.0,4.0,5.0,5.0,5.0,11.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,16.0,16.0,36.0,46.0,45.0,1.0,24.0,44.0,36.0,22.0,33.0,42.0,26.0,9.0,6.0,0.0,68.0,62.0,63.0,51.0,28.0,8.0,0.0,75.0,62.0
477,477,98133.0,10,32.0,25.0,3.5,2.5,3.5,2.75,3.333333333,2.571428571,65.0,3.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,9.0,4.0,1.0,2.0,4.0,6.0,6.0,5.0,4.0,50.0,50.0,50.0,60.0,70.0,50.0,50.0,50.0,1.0,50.0,40.0,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,70.0,15.0,50.0,50.0,50.0,75.0,65.0
478,478,30341.0,11.5,40.0,24.0,3.75,2.0,3.75,3.0,6.0,2.0,62.0,7.0,,12.0,4.0,2.0,7.0,5.0,4.0,6.0,12.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,80.0,80.0,80.0,90.0,90.0,90.0,90.0,50.0,1.0,50.0,80.0,80.0,90.0,50.0,50.0,50.0,50.0,50.0,50.0,80.0,80.0,90.0,50.0,50.0,50.0,50.0,80.0,62.0
479,479,75247.0,,25.0,33.0,3.25,1.5,4.0,4.75,,,22.0,5.0,5.0,28.0,5.0,2.0,6.0,2.0,1.0,6.0,7.0,6.0,,2.0,5.0,6.0,7.0,3.0,2.0,0.0,5.0,15.0,45.0,64.0,76.0,83.0,93.0,1.0,100.0,,,,,,,,,,,,,,,,,,22.0
480,480,78504.0,3,49.0,7.0,4.5,3.0,2.0,1.0,2.5,3.571428571,26.0,3.0,,9.0,5.0,2.0,7.0,1.0,1.0,7.0,5.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,26.0
481,481,93204.0,,41.0,17.0,4.75,1.5,4.25,1.75,,,72.0,3.0,3.333333333,6.0,5.0,4.0,7.0,4.0,4.0,7.0,11.0,3.0,,7.0,1.0,1.0,1.0,1.0,1.0,51.0,50.0,50.0,73.0,73.0,100.0,100.0,100.0,2.0,100.0,,,,,,,,,,,,,,,,,,72.0
482,482,1095.0,6.5,46.0,33.0,3.5,3.0,4.0,2.5,4.833333333,,54.0,3.0,3.333333333,6.0,5.0,1.0,7.0,1.0,1.0,7.0,6.0,7.0,1.0,3.0,6.0,6.0,6.0,4.0,2.0,30.0,30.0,30.0,40.0,60.0,60.0,75.0,50.0,2.0,15.0,55.0,60.0,60.0,40.0,20.0,20.0,16.0,12.0,1.0,65.0,60.0,60.0,32.0,0.0,0.0,0.0,67.0,54.0
483,483,10015.0,,,,,,,,,,44.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,44.0
484,484,22207.0,,,,2.25,3.0,3.25,2.25,,,50.0,4.0,,,4.0,,7.0,6.0,6.0,7.0,8.0,6.0,,2.0,,,,,,90.0,70.0,90.0,90.0,90.0,90.0,90.0,80.0,2.0,70.0,,,,,,,,,,,,,,,,,,50.0
485,485,48383.0,,,,,,,,5.166666667,3.714285714,50.0,5.0,,,,,,,,,,,,7.0,7.0,5.0,4.0,2.0,1.0,,,,,,,,,1.0,,80.0,68.0,68.0,70.0,70.0,72.0,76.0,78.0,80.0,81.0,65.0,78.0,82.0,91.0,94.0,,109.0,50.0
486,486,61761.0,,,,3.75,2.75,4.75,2.0,,,21.0,3.0,3.333333333,,5.0,,7.0,5.0,3.0,6.0,9.0,6.0,,3.5,6.0,5.0,3.0,2.0,1.0,45.0,45.0,50.0,65.0,75.0,85.0,90.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,21.0
487,487,97504.0,,34.0,21.0,4.75,1.75,5.0,5.0,,,47.0,3.0,3.0,,2.0,,1.0,5.0,5.0,7.0,11.0,4.0,,1.0,4.0,4.0,4.0,4.0,4.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2.0,50.0,,,,,,,,,,,,,,,,,,47.0
488,488,21045.0,,48.0,20.0,4.5,2.0,5.0,1.25,4.833333333,1.571428571,47.0,6.0,,6.0,3.0,2.0,7.0,2.0,1.0,7.0,8.0,2.0,,2.5,4.0,4.0,4.0,3.0,6.0,5.0,5.0,10.0,60.0,60.0,60.0,60.0,40.0,2.0,5.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,50.0,10.0,90.0,90.0,90.0,70.0,50.0,0.0,0.0,90.0,47.0
489,489,80903.0,,33.0,25.0,,,,,,,71.0,3.0,,6.0,,2.0,,,,,,,,4.5,2.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,71.0
490,490,52349.0,,34.0,20.0,4.75,1.75,4.0,2.75,4.5,1.857142857,62.0,6.0,5.333333333,11.0,3.0,2.0,5.0,3.0,3.0,7.0,8.0,5.0,,3.5,4.0,5.0,5.0,5.0,6.0,30.0,35.0,50.0,70.0,82.0,60.0,60.0,50.0,2.0,29.0,50.0,63.0,69.0,70.0,70.0,41.0,46.0,44.0,39.0,60.0,60.0,70.0,82.0,78.0,0.0,0.0,85.0,62.0
491,491,31907.0,,,,,,,,,,42.0,2.0,,,,,,,,,,,,4.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,42.0
492,492,60126.0,6.5,36.0,26.0,2.5,4.25,3.0,1.5,3.5,3.714285714,55.0,7.0,8.666666667,10.0,1.0,1.0,7.0,2.0,2.0,7.0,10.0,6.0,1.0,1.0,5.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,20.0,20.0,15.0,12.0,0.0,2.0,70.0,10.0,40.0,30.0,20.0,5.0,0.0,0.0,0.0,15.0,70.0,75.0,70.0,60.0,40.0,10.0,0.0,90.0,55.0
493,493,19564.0,,42.0,20.0,2.0,1.5,5.0,2.75,,,52.0,6.0,2.333333333,,5.0,,7.0,4.0,2.0,7.0,5.0,7.0,,1.0,7.0,6.0,5.0,3.0,2.0,5.0,5.0,10.0,20.0,30.0,60.0,75.0,90.0,1.0,95.0,,,,,,,,,,,,,,,,,,52.0
494,494,2370.0,9,34.0,25.0,3.5,1.75,4.5,1.75,5.0,2.285714286,30.0,5.0,6.333333333,7.0,5.0,1.0,7.0,1.0,2.0,7.0,9.0,7.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,50.0,50.0,65.0,79.0,85.0,70.0,60.0,45.0,1.0,45.0,30.0,54.0,63.0,58.0,44.0,38.0,34.0,30.0,24.0,55.0,55.0,60.0,70.0,70.0,45.0,40.0,70.0,30.0
495,495,73105.0,,,,,,,,,,40.0,3.0,,,,,,,,,,,,3.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,40.0
496,496,43228.0,,,,,,,,,,64.0,5.0,,9.0,,7.0,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,64.0
497,497,72202.0,,,,,,,,,,31.0,5.0,,8.0,,1.0,,,,,,,,6.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,31.0
498,498,38128.0,,34.0,24.0,3.75,2.75,2.75,1.0,,,29.0,5.0,2.333333333,13.0,5.0,1.0,7.0,2.0,2.0,7.0,4.0,4.0,,1.0,6.0,5.0,5.0,5.0,4.0,20.0,20.0,20.0,25.0,30.0,30.0,25.0,35.0,1.0,35.0,,,,,,,,,,,,,,,,,,29.0
499,499,49630.0,11,33.0,27.0,3.75,2.25,3.5,3.25,4.666666667,1.714285714,68.0,5.0,7.333333333,6.0,4.0,2.0,7.0,3.0,2.0,6.0,9.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,30.0,35.0,40.0,60.0,85.0,90.0,90.0,80.0,1.0,80.0,65.0,75.0,70.0,60.0,50.0,50.0,50.0,50.0,,80.0,80.0,80.0,65.0,40.0,20.0,20.0,86.0,68.0
500,500,95687.0,9,46.0,17.0,1.5,3.0,4.5,3.25,6.166666667,1.285714286,59.0,5.0,5.333333333,8.0,5.0,1.0,7.0,2.0,2.0,6.0,6.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,60.0,60.0,65.0,73.0,77.0,60.0,60.0,48.0,2.0,33.0,57.0,60.0,55.0,48.0,55.0,42.0,47.0,53.0,0.0,77.0,85.0,84.0,56.0,0.0,0.0,0.0,74.0,59.0
501,501,48221.0,,,,,,,,6.333333333,1.0,28.0,5.0,,,,,,,,,,,,1.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,1.0,,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1000.0,28.0
502,502,60657.0,,,,,,,,,,50.0,3.0,,,,,,,,,,,,2.0,6.0,3.0,3.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,50.0
503,503,19136.0,,43.0,46.0,3.5,2.25,4.75,3.5,,,50.0,6.0,7.333333333,6.0,2.0,1.0,7.0,7.0,5.0,7.0,8.0,2.0,,1.5,2.0,3.0,4.0,3.0,3.0,63.0,70.0,83.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,50.0
504,504,89122.0,8.5,24.0,26.0,3.0,3.25,3.0,3.25,5.5,5.571428571,35.0,6.0,,12.0,5.0,1.0,6.0,6.0,2.0,5.0,6.0,5.0,1.0,4.5,,,,,,10.0,17.0,28.0,15.0,14.0,10.0,11.0,9.0,1.0,15.0,82.0,39.0,50.0,64.0,68.0,76.0,88.0,92.0,100.0,100.0,70.0,84.0,73.0,66.0,74.0,66.0,90.0,35.0
505,505,91020.0,14,40.0,15.0,4.5,2.0,5.0,3.25,5.666666667,1.142857143,33.0,5.0,,10.0,5.0,1.0,7.0,6.0,2.0,7.0,13.0,5.0,1.0,4.0,6.0,6.0,6.0,2.0,1.0,7.0,8.0,13.0,54.0,68.0,78.0,85.0,90.0,1.0,97.0,66.0,66.0,77.0,81.0,84.0,85.0,80.0,73.0,63.0,71.0,71.0,74.0,83.0,77.0,49.0,2.0,86.0,33.0
